R_MALTpts,0.0,999999.0
R_IMPC,-999999.0,999999.0
R_PANTS,0.0,999999.0
R_IMPD,0.0,999999.0
R_PGSA_EC,-999999.0,999999.0
R_LCAD,-999999.0,999999.0
R_ASPCT,0.0,999999.0
R_GLUDy,-999999.0,999999.0
R_TYRt2r,-999999.0,999999.0
R_ARBabc,0.0,999999.0
R_PPND,0.0,999999.0
R_DTMPK,-999999.0,999999.0
R_DXPRIi,0.0,999999.0
R_HKNTDH,0.0,999999.0
R_CAT,0.0,999999.0
R_DRPA,0.0,999999.0
R_UAMAS,0.0,999999.0
R_GLYALDt,-999999.0,999999.0
R_HCINNMt2r,-999999.0,999999.0
R_PACCOAL,0.0,999999.0
R_MTHFC,-999999.0,999999.0
R_MTHFD,-999999.0,999999.0
R_THRD_L,0.0,999999.0
R_SERASr,-999999.0,999999.0
R_GALUi,0.0,999999.0
R_DHAPT,0.0,999999.0
R_CDPMEK,0.0,999999.0
R_EDTXS4,0.0,999999.0
R_PGMT,-999999.0,999999.0
R_OXGDC2,0.0,999999.0
R_EDTXS3,0.0,999999.0
R_CYTK1,-999999.0,999999.0
R_PEAMNO,0.0,999999.0
R_CYTK2,-999999.0,999999.0
R_DHPPDA2,0.0,999999.0
R_ALLTAH,0.0,999999.0
R_SHSL1,0.0,999999.0
R_XYLI1,-999999.0,999999.0
R_CYTDt2r,-999999.0,999999.0
R_DHCIND,0.0,999999.0
R_HKNDDH,0.0,999999.0
R_D_LACt2,-999999.0,999999.0
R_EDTXS1,0.0,999999.0
R_ILEt2r,-999999.0,999999.0
R_EDTXS2,0.0,999999.0
R_PPCSCT,0.0,999999.0
R_TRSAR,0.0,999999.0
R_PPPNDO,0.0,999999.0
R_AHCYSNS,0.0,999999.0
R_AACPS1,0.0,999999.0
R_AACPS2,0.0,999999.0
R_AACPS3,0.0,999999.0
R_SHK3Dr,-999999.0,999999.0
R_AACPS4,0.0,999999.0
R_AACPS5,0.0,999999.0
R_IGPS,0.0,999999.0
R_GLYCLTDy,0.0,999999.0
R_GLYCLTDx,0.0,999999.0
R_PTPATi,0.0,999999.0
R_GLCNt2r,-999999.0,999999.0
R_SHCHD2,0.0,999999.0
R_THRt4,0.0,999999.0
R_ADK1,-999999.0,999999.0
R_IDOND2,0.0,999999.0
R_ADNK1,0.0,999999.0
R_NAt3_15,0.0,999999.0
R_GALTpts,0.0,999999.0
R_GLXCL,0.0,999999.0
R_CYSabc,0.0,999999.0
R_ADK4,-999999.0,999999.0
R_ADK3,-999999.0,999999.0
R_DNTPPA,0.0,999999.0
R_GMPR,0.0,999999.0
R_ACNAMt2,0.0,999999.0
R_GLUTRS,0.0,999999.0
R_DHPTDCs,0.0,999999.0
R_GLUTRR,0.0,999999.0
R_MCITS,0.0,999999.0
R_RBP4E,-999999.0,999999.0
R_2DGLCNRx,0.0,999999.0
R_2DGLCNRy,0.0,999999.0
R_ATPM,7.6,7.6
