0	310	-1.0
0	339	-1.0
0	536	-1.0
0	565	1.0
0	884	-1.0
1	407	1.0
1	685	1.0
2	357	1.0
2	573	-1.0
3	19	1.0
4	350	1.0
4	471	-1.0
5	440	-1.0
5	764	1.0
6	508	-1.0
6	695	-1.0
6	918	1.0
7	231	-1.0
7	621	1.0
8	566	1.0
9	99	-1.0
9	121	1.0
9	141	1.0
9	145	1.0
9	168	1.0
9	761	1.0
10	569	1.0
10	689	-1.0
11	184	-0.0254
11	425	1.0
11	538	1.0
11	783	-1.0
11	807	-1.0
12	32	-1.0
13	155	1.0
14	155	-1.0
14	509	1.0
15	705	-1.0
16	360	1.0
16	395	1.0
16	397	-1.0
17	476	1.0
17	608	-1.0
18	555	1.0
18	558	1.0
19	362	1.0
19	927	-1.0
20	469	1.0
20	517	-1.0
21	161	-1.0
21	165	-1.0
21	929	1.0
22	39	-1.0
22	705	1.0
23	88	1.0
23	336	-1.0
24	13	1.0
24	278	-1.0
24	379	-1.0
24	453	1.0
24	486	1.0
24	503	1.0
24	515	-1.0
24	518	-1.0
24	600	1.0
24	610	1.0
24	834	1.0
24	835	1.0
24	872	1.0
25	756	-1.0
25	856	1.0
26	600	-1.0
26	834	-1.0
26	835	-1.0
27	501	-1.0
28	501	1.0
28	753	-1.0
29	210	-1.0
29	533	1.0
30	624	-1.0
30	830	1.0
31	212	1.0
31	628	-1.0
32	374	-1.0
32	613	1.0
33	50	1.0
33	438	1.0
33	599	-0.1
34	207	-1.0
34	226	1.0
34	306	1.0
34	372	1.0
34	611	1.0
34	625	1.0
34	628	1.0
34	685	-1.0
34	701	1.0
34	703	1.0
34	753	1.0
34	789	1.0
34	841	1.0
35	841	-1.0
36	266	-1.0
36	836	-1.0
37	159	-1.0
37	296	-1.0
37	468	1.0
37	689	1.0
37	726	1.0
38	87	-1.0
38	184	-0.25
38	238	1.0
38	257	-1.0
38	271	-1.0
38	339	-1.0
38	357	-1.0
38	551	1.0
38	585	-1.0
38	692	-1.0
38	757	-1.0
38	765	-1.0
38	803	-1.0
38	823	-1.0
38	899	-1.0
39	604	1.0
39	839	-1.0
40	238	-1.0
41	173	-1.0
41	529	1.0
42	32	1.0
42	473	-1.0
43	3	-1.0
43	5	-1.0
43	10	-1.0
43	39	-1.0
43	46	1.0
43	47	1.0
43	57	1.0
43	60	-1.0
43	79	1.0
43	97	-1.0
43	107	-1.0
43	129	1.0
43	130	1.0
43	165	1.0
43	173	-2.0
43	183	-1.0
43	184	-0.00215
43	251	-1.0
43	258	2.0
43	286	-1.0
43	287	-8.0
43	288	-7.0
43	289	-6.0
43	291	-1.0
43	293	-1.0
43	302	-1.0
43	307	-1.0
43	324	1.0
43	328	-1.0
43	337	-1.0
43	356	1.0
43	366	1.0
43	401	-1.0
43	437	-1.0
43	441	-1.0
43	443	-2.0
43	448	-1.0
43	473	-1.0
43	491	-1.0
43	494	-1.0
43	500	1.0
43	508	-1.0
43	511	-1.0
43	514	-1.0
43	520	1.0
43	574	-1.0
43	595	-1.0
43	607	-1.0
43	634	-1.0
43	644	1.0
43	667	-1.0
43	675	-1.0
43	682	-1.0
43	691	1.0
43	694	-1.0
43	701	-1.0
43	705	1.0
43	722	-1.0
43	748	-1.0
43	766	3.0
43	785	1.0
43	786	1.0
43	787	1.0
43	791	-2.0
43	792	1.0
43	793	1.0
43	796	1.0
43	798	1.0
43	824	1.0
43	833	-1.0
43	860	-1.0
43	865	-1.0
43	868	1.0
43	873	1.0
43	882	1.0
43	889	1.0
43	898	1.0
44	384	-1.0
45	224	-1.0
45	510	1.0
46	7	-1.0
46	74	-1.0
46	87	1.0
46	107	1.0
46	112	-1.0
46	125	1.0
46	184	-0.25
46	190	1.0
46	225	1.0
46	232	1.0
46	237	-1.0
46	255	1.0
46	257	1.0
46	259	1.0
46	261	-1.0
46	271	1.0
46	284	-1.0
46	339	1.0
46	343	1.0
46	357	1.0
46	359	1.0
46	392	1.0
46	395	-1.0
46	444	1.0
46	513	1.0
46	540	1.0
46	551	-1.0
46	554	1.0
46	570	-1.0
46	579	1.0
46	585	1.0
46	587	1.0
46	615	-1.0
46	688	-1.0
46	692	2.0
46	752	1.0
46	757	1.0
46	765	1.0
46	778	1.0
46	803	1.0
46	823	1.0
46	856	-1.0
46	899	1.0
46	903	1.0
46	904	-1.0
46	918	-1.0
47	149	-1.0
48	225	-1.0
48	343	-1.0
48	444	-1.0
48	778	-1.0
49	554	-1.0
49	682	1.0
50	45	-1.0
50	77	-1.0
50	273	-1.0
50	645	1.0
50	658	1.0
50	826	1.0
51	303	1.0
51	879	-1.0
52	394	1.0
52	713	-1.0
53	715	-1.0
53	925	1.0
54	88	-1.0
54	101	-1.0
54	441	-1.0
54	504	1.0
55	38	-1.0
55	276	-1.0
56	804	-1.0
57	38	1.0
57	276	1.0
57	684	-1.0
57	735	1.0
57	799	-1.0
58	236	-1.0
58	804	1.0
59	675	-1.0
59	772	-1.0
60	135	1.0
60	212	-1.0
60	265	-1.0
60	529	-1.0
60	809	-1.0
60	897	-1.0
61	356	1.0
61	730	1.0
61	771	-1.0
62	92	1.0
62	138	-1.0
62	195	1.0
62	318	1.0
62	353	1.0
62	372	1.0
62	382	1.0
62	389	-1.0
62	417	1.0
62	422	1.0
62	552	1.0
62	601	1.0
62	671	1.0
62	782	1.0
62	785	1.0
62	787	1.0
62	875	-1.0
62	896	1.0
63	210	-1.0
63	639	-1.0
63	649	1.0
64	180	1.0
64	214	-1.0
65	649	-1.0
66	76	1.0
66	103	-1.0
67	15	1.0
67	96	1.0
67	100	1.0
67	101	1.0
67	196	1.0
67	224	1.0
67	242	-1.0
67	307	-1.0
67	412	1.0
67	418	1.0
67	431	1.0
67	504	-1.0
67	588	1.0
67	831	1.0
68	128	-1.0
68	357	1.0
68	503	1.0
69	50	-1.0
69	162	0.05
69	164	0.05
69	171	0.05
69	399	0.05
69	400	0.05
69	402	0.05
70	885	-1.0
71	885	1.0
72	4	-0.02
72	305	0.02
72	333	-0.02
72	572	-0.02
73	29	-1.0
73	424	1.0
73	700	1.0
74	175	1.0
74	660	-1.0
75	690	-1.0
75	691	-1.0
75	929	-1.0
76	26	-1.0
76	248	1.0
77	135	-1.0
77	802	1.0
78	144	-1.0
78	162	1.0
78	170	1.0
79	20	1.0
79	128	-1.0
79	388	-1.0
79	745	-1.0
80	285	-1.0
80	847	1.0
81	256	-1.0
81	505	1.0
81	855	-1.0
82	505	-1.0
83	151	1.0
83	252	-1.0
83	527	1.0
84	218	1.0
84	661	-1.0
84	710	1.0
85	931	1.0
86	710	-1.0
87	483	-1.0
87	634	1.0
88	771	1.0
88	843	-1.0
89	460	-1.0
89	740	-1.0
90	266	1.0
90	420	1.0
90	422	1.0
91	358	-1.0
92	164	-0.02
92	167	-0.02
92	402	0.02
93	246	-1.0
93	358	1.0
94	449	1.0
94	450	1.0
95	147	-1.0
96	244	1.0
96	329	1.0
97	409	-1.0
97	525	1.0
97	739	1.0
98	58	1.0
98	386	-1.0
99	281	-1.0
99	901	1.0
100	744	-1.0
101	522	-1.0
101	523	-1.0
102	45	1.0
102	97	1.0
102	184	-3.0E-6
102	197	1.0
102	403	-1.0
102	458	-1.0
102	734	-1.0
102	845	-1.0
103	90	-1.0
103	92	-1.0
103	278	1.0
103	522	1.0
103	523	1.0
103	746	1.0
103	860	-1.0
103	862	-1.0
103	865	-1.0
104	168	-1.0
104	205	-1.0
104	577	1.0
104	617	1.0
104	731	1.0
105	480	-1.0
106	395	-1.0
106	643	1.0
107	36	1.0
107	638	-1.0
108	336	1.0
108	346	-1.0
109	577	-1.0
109	617	-1.0
110	216	1.0
110	286	1.0
110	287	8.0
110	288	7.0
110	289	6.0
110	552	-1.0
110	838	1.0
110	872	1.0
111	192	-1.0
111	724	1.0
112	732	-1.0
112	810	1.0
112	930	-1.0
113	137	1.0
113	537	-1.0
113	930	1.0
114	157	-1.0
114	614	1.0
114	927	1.0
115	229	1.0
116	13	1.0
116	40	1.0
116	747	-1.0
117	8	1.0
117	184	-0.131
117	259	-1.0
117	527	-1.0
118	574	-1.0
118	718	1.0
119	741	1.0
119	826	-1.0
120	120	1.0
120	141	1.0
120	493	-1.0
120	646	1.0
120	704	1.0
120	800	-1.0
121	646	-1.0
121	704	-1.0
122	39	1.0
122	116	-1.0
122	796	1.0
123	571	-1.0
124	140	-1.0
124	228	-1.0
124	850	1.0
125	2	-1.0
125	669	1.0
126	49	-1.0
126	162	0.02
126	164	0.02
126	171	0.02
126	289	-1.0
126	399	0.02
126	400	0.02
126	402	0.02
126	571	1.0
127	8	-1.0
128	5	-1.0
128	227	1.0
128	520	-1.0
128	694	-1.0
128	794	1.0
129	286	-1.0
129	625	1.0
130	656	-1.0
131	156	1.0
131	394	-1.0
132	177	1.0
132	453	-1.0
133	18	-1.0
134	322	-1.0
134	819	1.0
135	18	1.0
135	796	-1.0
136	47	1.0
136	667	-1.0
137	699	-1.0
138	277	-1.0
138	421	1.0
139	175	-1.0
139	176	1.0
140	674	-1.0
140	812	1.0
141	74	1.0
141	76	-1.0
142	152	1.0
142	217	1.0
142	801	1.0
142	931	1.0
143	812	-1.0
144	87	-1.0
144	148	-1.0
144	206	-1.0
144	266	1.0
144	304	-1.0
144	493	-1.0
144	548	-1.0
144	626	-1.0
144	689	-1.0
144	726	-1.0
144	846	1.0
144	867	-1.0
145	21	-1.0
145	360	-1.0
145	448	1.0
145	563	-1.0
145	580	1.0
145	882	-1.0
146	573	1.0
146	856	-1.0
147	285	1.0
147	434	-1.0
148	275	-1.0
149	48	1.0
149	121	1.0
149	123	1.0
149	202	-1.0
149	206	-1.0
149	517	1.0
149	560	1.0
149	655	1.0
150	185	-1.0
151	655	-1.0
152	211	-1.0
152	664	1.0
152	900	-1.0
153	27	-1.0
153	44	-1.0
153	49	1.0
153	599	-0.04
153	777	1.0
154	594	-1.0
155	639	1.0
155	649	-1.0
156	203	-1.0
156	570	1.0
157	141	-1.0
157	558	1.0
157	594	1.0
157	729	1.0
158	433	-1.0
159	649	1.0
160	191	1.0
160	331	-1.0
161	421	-1.0
161	626	1.0
162	191	-1.0
163	223	1.0
163	241	1.0
163	244	1.0
163	316	-1.0
163	414	-1.0
163	450	1.0
163	518	1.0
163	659	1.0
163	666	-1.0
163	792	-1.0
163	793	-1.0
163	837	-1.0
164	27	1.0
165	816	-1.0
166	852	-1.0
167	290	-1.0
167	703	-1.0
167	816	1.0
167	863	1.0
168	832	-1.0
168	852	1.0
169	1	1.0
169	128	1.0
170	60	1.0
170	855	-1.0
171	22	-1.0
171	61	1.0
171	184	-0.241
171	341	-1.0
171	484	1.0
171	578	1.0
171	629	1.0
171	634	-1.0
172	61	-1.0
172	484	-1.0
172	578	-1.0
173	643	-1.0
173	763	1.0
174	70	-1.0
174	166	-1.0
174	177	-1.0
174	184	-0.203
174	335	-1.0
174	430	-1.0
174	545	1.0
174	555	-1.0
174	596	-1.0
174	684	-1.0
174	719	-1.0
174	774	-1.0
174	921	-1.0
175	240	-1.0
175	479	-1.0
176	313	1.0
176	319	-1.0
177	150	-1.0
177	164	1.0
177	167	1.0
178	817	-1.0
179	64	-1.0
179	123	-1.0
179	160	1.0
179	199	-1.0
179	240	1.0
179	479	1.0
179	728	1.0
180	274	-1.0
180	673	1.0
180	901	-1.0
181	15	-1.0
181	99	1.0
182	92	-1.0
182	138	1.0
182	195	-1.0
182	318	-1.0
182	353	-1.0
182	372	-1.0
182	382	-1.0
182	389	1.0
182	417	-1.0
182	422	-1.0
182	552	-1.0
182	601	-1.0
182	671	-1.0
182	782	-1.0
182	785	-1.0
182	787	-1.0
182	875	1.0
183	184	-0.582
183	203	-1.0
183	341	1.0
183	448	-1.0
183	483	1.0
183	580	1.0
183	668	1.0
183	895	-1.0
184	494	1.0
184	598	-1.0
185	122	1.0
185	896	-1.0
186	36	-1.0
186	68	1.0
186	184	-0.087
186	527	-1.0
186	570	-1.0
186	624	-1.0
186	789	1.0
186	879	-1.0
186	892	-1.0
187	68	-1.0
188	668	-1.0
189	94	-1.0
189	817	1.0
190	86	-1.0
190	264	1.0
190	272	-1.0
190	853	-1.0
190	854	1.0
191	109	-1.0
191	725	-1.0
192	295	-1.0
193	15	1.0
193	295	1.0
193	328	-1.0
193	341	1.0
193	698	1.0
193	701	-1.0
193	825	1.0
194	98	1.0
194	208	-1.0
194	222	2.0
194	436	2.0
194	487	2.0
194	775	-1.0
195	349	-1.0
195	393	1.0
195	442	-1.0
195	516	1.0
195	891	1.0
196	283	-1.0
197	210	1.0
198	120	-1.0
198	283	1.0
198	495	-1.0
198	555	1.0
198	727	1.0
199	35	1.0
199	526	-1.0
200	59	-1.0
200	195	1.0
201	6	1.0
201	9	1.0
201	16	1.0
201	68	1.0
201	81	1.0
201	83	1.0
201	88	1.0
201	98	-1.0
201	104	1.0
201	109	1.0
201	110	1.0
201	113	1.0
201	117	1.0
201	120	-1.0
201	121	-1.0
201	123	-1.0
201	124	1.0
201	140	1.0
201	141	-1.0
201	143	-1.0
201	145	-1.0
201	146	-1.0
201	168	-1.0
201	177	1.0
201	180	1.0
201	182	1.0
201	184	45.5628
201	189	1.0
201	192	1.0
201	197	1.0
201	203	1.0
201	208	1.0
201	220	1.0
201	222	-2.0
201	228	1.0
